station_id,station_name,station_pinyin_headchar,station_pinyin
1749,郴州西,czx,chenzhouxi
1750,杨陵南,yln,yanglingnan
1751,阿城,ac,acheng
1752,悬钟,xz,xuanzhong
1753,东营,dy,dongying
1754,龙嘉,lj,longjia
1755,神木,sm,shenmu
1756,云彩岭,ycl,yuncailing
1757,葵潭,kt,kuitan
1758,北屯市,bts,beitunshi
1759,哈尔滨北,hebb,haerbinbei
1760,东阳关,dyg,dongyangguan
1761,诏安,za,zhaoan
1762,五大连池,wdlc,wudalianchi
1763,密云北,myb,miyunbei
1764,关岭,gl,guanling
1765,渠县,qx,quxian
1766,红花园,hhy,honghuayuan
1767,高楞,gl,gaoleng
1768,平型关,pxg,pingxingguan
1769,孝感东,xgd,xiaogandong
1770,燕郊,yj,yanjiao
1771,红岘台,hxt,hongxiantai
1772,全州南,qzn,quanzhounan
1773,上虞,sy,shangyu
1774,灵武,lw,lingwu
1775,柏果,bg,boguo
1776,诸暨,zj,zhuji
1777,长沙南,zsn,zhangshanan
1778,株洲西,zzx,zhuzhouxi
1779,滕州,tz,tengzhou
1780,柏林,bl,bolin
1781,唐河,th,tanghe
1782,九江,jj,jiujiang
1783,八里甸子,bldz,balidianzi
1784,大孤山,dgs,dagushan
1785,介休,jx,jiexiu
1786,开原西,kyx,kaiyuanxi
1787,赛汗塔拉,shtl,saihantala
1788,九台南,jtn,jiutainan
1789,双吉,sj,shuangji
1790,昆都仑召,kdlz,kundoulunzhao
1791,路口铺,lkp,lukoupu
1792,乐清,lq,leqing
1793,阳西,yx,yangxi
1794,西华,xh,xihua
1795,上高镇,sgz,shanggaozhen
1796,灵宝,lb,lingbao
1797,乐东,ld,ledong
1798,昌乐,cl,changle
1799,孝西,xx,xiaoxi
1800,广顺场,gsc,guangshunchang
1801,凤城东,fcd,fengchengdong
1802,隆昌北,lcb,longchangbei
1803,福利区,flq,fuliqu
1804,大口钦,dkq,dakouqin
1805,兴泉堡,xqb,xingquanbao
1806,合肥北城,hfbc,hefeibeicheng
1807,林源,ly,linyuan
1808,半截河,bjh,banjiehe
1809,同江,tj,tongjiang
1810,冠豸山,gzs,guanzhishan
1811,姜堰,jy,jiangyan
1812,新杖子,xzz,xinzhangzi
1813,大丰,df,dafeng
1814,衡阳,hy,hengyang
1815,沙沙坡,ssp,shashapo
1816,艾河,ah,aihe
1817,玉屏,yp,yuping
1818,谢家镇,xjz,xiejiazhen
1819,宾州,bz,binzhou
1820,瓦拉干,wlg,walagan
1821,慈利,cl,cili
1822,巴楚,bc,bachu
1823,沙坡头,spt,shapotou
1824,南堡北,nbb,nanbaobei
1825,长征,zz,zhangzheng
1826,塔城,tc,tacheng
1827,罗平,lp,luoping
1828,北井子,bjz,beijingzi
1829,宿州,sz,suzhou
1830,上腰墩,syd,shangyaodun
1831,资溪,zx,zixi
1832,八虎力,bhl,bahuli
1833,彰武,zw,zhangwu
1834,芙蓉南,frn,furongnan
1835,磁窑,cy,ciyao
1836,平南南,pnn,pingnannan
1837,昆明南,kmn,kunmingnan
1838,玉山,ys,yushan
1839,屏山,ps,pingshan
1840,灵石东,lsd,lingshidong
1841,东胜西,dsx,dongshengxi
1842,东二道河,dedh,dongerdaohe
1843,揭阳机场,jyjc,jieyangjichang
1844,山城镇,scz,shanchengzhen
1845,猛洞河,mdh,mengdonghe
1846,名山,ms,mingshan
1847,甘谷,gg,gangu
1848,小扬气,xyq,xiaoyangqi
1849,西斗铺,xdp,xidoupu
1850,大虎山,dhs,dahushan
1851,罗源,ly,luoyuan
1852,清涧县,qjx,qingjianxian
1853,碧州,bz,bizhou
1854,建始,js,jianshi
1855,霞浦,xp,xiapu
1856,赣州西,gzx,ganzhouxi
1857,梧州,wz,wuzhou
1858,三花石,shs,sanhuashi
1859,寿阳,sy,shouyang
1860,垫江,dj,dianjiang
1861,宝华山,bhs,baohuashan
1862,鄯善,ss,shanshan
1863,朗乡,lx,langxiang
1864,连湖,lh,lianhu
1865,万发屯,wft,wanfatun
1866,白音察干,bycg,baiyinchagan
1867,江所田,jst,jiangsuotian
1868,陶家屯,tjt,taojiatun
1869,泗水,ss,sishui
1870,重庆南,zqn,zhongqingnan
1871,施家嘴,sjz,shijiazui
1872,平河口,phk,pinghekou
1873,大庆,dq,daqing
1874,石林西,slx,shilinxi
1875,拉古,lg,lagu
1876,泉州,qz,quanzhou
1877,苍南,cn,cangnan
1878,藁城,gc,gaocheng
1879,南芬,nf,nanfen
1880,宁陵县,nlx,ninglingxian
1881,湖州,hz,huzhou
1882,株洲,zz,zhuzhou
1883,天义,ty,tianyi
1884,藤县,tx,tengxian
1885,花园,hy,huayuan
1886,龙里北,llb,longlibei
1887,昌黎,cl,changli
1888,桐梓,tz,tongzi
1889,镇雄,zx,zhenxiong
1890,狼尾山,lws,langweishan
1891,合浦,hp,hepu
1892,大石头,dst,dashitou
1893,白云鄂博,byeb,baiyunebo
1894,分宜,fy,fenyi
1895,井陉,jx,jingxing
1896,轩岗,xg,xuangang
1897,绣峰,xf,xiufeng
1898,王岗,wg,wanggang
1899,兰州,lz,lanzhou
1900,深圳坪山,szps,shenzhenpingshan
1901,信丰,xf,xinfeng
1902,邢台东,xtd,xingtaidong
1903,太湖,th,taihu
1904,吴堡,wb,wubao
1905,阿巴嘎旗,abgq,abagaqi
1906,三合庄,shz,sanhezhuang
1907,庄桥,zq,zhuangqiao
1908,富县东,fxd,fuxiandong
1909,彭水,ps,pengshui
1910,玉泉,yq,yuquan
1911,岚县,lx,lanxian
1912,保康,bk,baokang
1913,呼和浩特,hhht,huhehaote
1914,拉萨,ls,lasa
1915,仙游,xy,xianyou
1916,敦化,dh,dunhua
1917,神树,ss,shenshu
1918,白彦花,byh,baiyanhua
1919,滦河,lh,luanhe
1920,查布嘎,cbg,chabuga
1921,湘府路,xfl,xiangfulu
1922,泡子,pz,paozi
1923,中山北,zsb,zhongshanbei
1924,太平镇,tpz,taipingzhen
1925,汕尾,sw,shanwei
1926,沃皮,wp,wopi
1927,洞口,dk,dongkou
1928,长寿北,zsb,zhangshoubei
1929,石门县北,smxb,shimenxianbei
1930,阜阳西,fyx,fuyangxi
1931,甘河,gh,ganhe
1932,广州南,gzn,guangzhounan
1933,云霄,yx,yunxiao
1934,辛集,xj,xinji
1935,左家,zj,zuojia
1936,鹤山,hs,heshan
1937,尚志南,szn,shangzhinan
1938,鹤岗,hg,hegang
1939,东镇,dz,dongzhen
1940,碑木镇,bmz,beimuzhen
1941,哈拉苏,hls,halasu
1942,射阳,sy,sheyang
1943,红光镇,hgz,hongguangzhen
1944,沈阳,sy,shenyang
1945,宁明,nm,ningming
1946,郁南,yn,yunan
1947,潮汕,cs,chaoshan
1948,大田边,dtb,datianbian
1949,圣浪,sl,shenglang
1950,杏树,xs,xingshu
1951,英德西,ydx,yingdexi
1952,朝阳地,cyd,chaoyangdi
1953,扶余北,fyb,fuyubei
1954,小哨,xs,xiaoshao
1955,潢川,hc,huangchuan
1956,杨柳青,ylq,yangliuqing
1957,马林,ml,malin
1958,汉川,hc,hanchuan
1959,吴桥,wq,wuqiao
1960,永修,yx,yongxiu
1961,五叉沟,wcg,wuchagou
1962,朝中,cz,chaozhong
1963,梅花山,mhs,meihuashan
1964,秀山,xs,xiushan
1965,修文县,xwx,xiuwenxian
1966,那曲,nq,neiqu
1967,口前,kq,kouqian
1968,丹凤,df,danfeng
1969,渭南,wn,weinan
1970,新友谊,xyy,xinyouyi
1971,诸城,zc,zhucheng
1972,朝阳村,cyc,chaoyangcun
1973,桑植,sz,sangzhi
1974,通州西,tzx,tongzhouxi
1975,虎什哈,hsh,hushenha
1976,赤峰南,cfn,chifengnan
1977,广州北,gzb,guangzhoubei
1978,中卫,zw,zhongwei
1979,浠水,xs,xishui
1980,南华,nh,nanhua
1981,合川,hc,hechuan
1982,漳县,zx,zhangxian
1983,香兰,xl,xianglan
1984,青堆,qd,qingdui
1985,乌固诺尔,wgne,wugunuoer
1986,土地堂东,tdtd,tuditangdong
1987,大庆东,dqd,daqingdong
1988,温根托海,wgth,wengentuohai
1989,犀浦,xp,xipu
1990,蒙山,ms,mengshan
1991,晋城,jc,jincheng
1992,豆庄,dz,douzhuang
1993,盐城,yc,yancheng
1994,肇庆东,zqd,zhaoqingdong
1995,定南,dn,dingnan
1996,英德,yd,yingde
1997,安阳东,ayd,anyangdong
1998,敬梓场,jzc,jingzichang
1999,陈相屯,cxt,chenxiangtun
2000,阳泉曲,yqq,yangquanqu
2001,大连北,dlb,dalianbei
2002,乌伊岭,wyl,wuyiling
2003,礼泉,lq,liquan
2004,桐子林,tzl,tongzilin
2005,湘乡,xx,xiangxiang
2006,劲松,js,jingsong
2007,阳明堡,ymb,yangmingbao
2008,一面坡,ymp,yimianpo
2009,章丘北,zqb,zhangqiubei
2010,汉中,hz,hanzhong
2011,五龙背东,wlbd,wulongbeidong
2012,金银川,jyc,jinyinchuan
2013,江宁,jn,jiangning
2014,鲅鱼圈,byq,bayuquan
2015,济源,jy,jiyuan
2016,寒岭,hl,hanling
2017,老城镇,lcz,laochengzhen
2018,北戴河,bdh,beidaihe
2019,拉哈,lh,laha
2020,东方,df,dongfang
2021,阳高,yg,yanggao
2022,归流河,glh,guiliuhe
2023,虎林,hl,hulin
2024,大余,dy,dayu
2025,白水镇,bsz,baishuizhen
2026,太原南,tyn,taiyuannan
2027,荣成,rc,rongcheng
2028,呼鲁斯太,hlst,hulusitai
2029,富海,fh,fuhai
2030,黄陵南,hln,huanglingnan
2031,扶绥,fs,fusui
2032,山河屯,sht,shanhetun
2033,白山市,bss,baishanshi
2034,恩平,ep,enping
2035,德伯斯,dbs,debosi
2036,佳木斯西,jmsx,jiamusixi
2037,沟口,gk,goukou
2038,兴业,xy,xingye
2039,东明村,dmc,dongmingcun
2040,鄱阳,py,poyang
2041,驻马店,zmd,zhumadian
2042,兰溪,lx,lanxi
2043,虢镇,gz,guozhen
2044,庄河北,zhb,zhuanghebei
2045,彭泽,pz,pengze
2046,杜尔伯特,debt,duerbote
2047,平等,pd,pingdeng
2048,芦家庄,ljz,lujiazhuang
2049,商城,sc,shangcheng
2050,北宅,bz,beizhai
2051,九三,js,jiusan
2052,无锡,wx,wuxi
2053,枣庄,zz,zaozhuang
2054,成都东,cdd,chengdoudong
2055,肃宁,sn,suning
2056,岳阳东,yyd,yueyangdong
2057,绍兴东,sxd,shaoxingdong
2058,醴陵,ll,liling
2059,晏城,yc,yancheng
2060,武威,ww,wuwei
2061,淮安,ha,huaian
2062,霍邱,hq,huoqiu
2063,黄冈,hg,huanggang
2064,北安,ba,beian
2065,延安,ya,yanan
2066,千阳,qy,qianyang
2067,华蓥,hy,huaying
2068,嘎什甸子,gsdz,gashendianzi
2069,铜陵北,tlb,tonglingbei
2070,兴义,xy,xingyi
2071,鹰手营子,ysyz,yingshouyingzi
2072,土溪,tx,tuxi
2073,扎罗木得,zlmd,zhaluomude
2074,大石桥,dsq,dashiqiao
2075,德清西,dqx,deqingxi
2076,枣庄东,zzd,zaozhuangdong
2077,无锡东,wxd,wuxidong
2078,洪洞西,hdx,hongdongxi
2079,和平,hp,heping
2080,饶阳,ry,raoyang
2081,惠州南,hzn,huizhounan
2082,内江,nj,neijiang
2083,荆门,jm,jingmen
2084,四平东,spd,sipingdong
2085,兴平,xp,xingping
2086,孙家,sj,sunjia
2087,青城山,qcs,qingchengshan
2088,大杖子,dzz,dazhangzi
2089,城西,cx,chengxi
2090,郴州,cz,chenzhou
2091,平安,pa,pingan
2092,宜宾西,ybx,yibinxi
2093,南召,nz,nanzhao
2094,八仙筒,bxt,baxiantong
2095,太阳升,tys,taiyangsheng
2096,滨海,bh,binhai
2097,安江东,ajd,anjiangdong
2098,六盘山,lps,liupanshan
2099,长春西,zcx,zhangchunxi
2100,五林,wl,wulin
2101,宋,s,song
2102,左岭,zl,zuoling
2103,金华,jh,jinhua
2104,皮山,ps,pishan
2105,永丰营,yfy,yongfengying
2106,莱芜东,lwd,laiwudong
2107,彝良南,yln,yiliangnan
2108,大青沟,dqg,daqinggou
2109,燕家庄,yjz,yanjiazhuang
2110,峡江,xj,xiajiang
2111,根河,gh,genhe
2112,三门县,smx,sanmenxian
2113,宁国,ng,ningguo
2114,神头,st,shentou
2115,建瓯西,jox,jianouxi
2116,双城堡,scb,shuangchengbao
2117,富川,fc,fuchuan
2118,永郎,yl,yonglang
2119,绕阳河,ryh,raoyanghe
2120,大连,dl,dalian
2121,施秉,sb,shibing
2122,高安,ga,gaoan
2123,三间房,sjf,sanjianfang
2124,胶州,jz,jiaozhou
2125,朱日和,zrh,zhurihe
2126,永胜,ys,yongsheng
2127,徽县,hx,huixian
2128,襄汾,xf,xiangfen
2129,扶余,fy,fuyu
2130,升昌,sc,shengchang
2131,海林北,hlb,hailinbei
2132,应城,yc,yingcheng
2133,红星,hx,hongxing
2134,太谷西,tgx,taiguxi
2135,班猫箐,bmq,banmaoqing
2136,江永,jy,jiangyong
2137,无为南,wwn,wuweinan
2138,永川东,ycd,yongchuandong
2139,古城东,gcd,guchengdong
2140,百色,bs,baise
2141,乌兰花,wlh,wulanhua
2142,土桥子,tqz,tuqiaozi
2143,五女山,wns,wunu:shan
2144,豆罗,dl,douluo
2145,安阳,ay,anyang
2146,哈力图,hlt,halitu
2147,武穴,wx,wuxue
2148,花桥,hq,huaqiao
2149,建安,ja,jianan
2150,柴沟堡,cgb,chaigoubao
2151,土贵乌拉,tgwl,tuguiwula
2152,长兴,zx,zhangxing
2153,六盘水,lps,liupanshui
2154,渠旧,qj,qujiu
2155,阿乌尼,awn,awuni
2156,唐家湾,tjw,tangjiawan
2157,民族,mz,minzu
2158,新安,xa,xinan
2159,安陆,al,anlu
2160,宣化,xh,xuanhua
2161,剑门关,jmg,jianmenguan
2162,五府山,wfs,wufushan
2163,东营南,dyn,dongyingnan
2164,兴和西,xhx,xinghexi
2165,小河沿,xhy,xiaoheyan
2166,广汉北,ghb,guanghanbei
2167,磁山,cs,cishan
2168,铁刹山,tcs,tiechashan
2169,洮南,tn,taonan
2170,萍乡,px,pingxiang
2171,织金,zj,zhijin
2172,平顶山西,pdsx,pingdingshanxi
2173,蓟州北,jzb,jizhoubei
2174,绥中,sz,suizhong
2175,昭山,zs,zhaoshan
2176,宿迁,sq,suqian
2177,子洲,zz,zizhou
2178,曹县,cx,caoxian
2179,松原,sy,songyuan
2180,双阳,sy,shuangyang
2181,林盛堡,lsb,linshengbao
2182,长农,zn,zhangnong
2183,固原,gy,guyuan
2184,玉山南,ysn,yushannan
2185,露水河,lsh,lushuihe
2186,绿博园,lby,lu:boyuan
2187,中和,zh,zhonghe
2188,白芨沟,bjg,baijigou
2189,彬州,bz,binzhou
2190,枣强,zq,zaoqiang
2191,滨州,bz,binzhou
2192,桦林,hl,hualin
2193,高密,gm,gaomi
2194,宁强南,nqn,ningqiangnan
2195,襄河,xh,xianghe
2196,莱西,lx,laixi
2197,东安东,dad,dongandong
2198,江山,js,jiangshan
2199,龙桥,lq,longqiao
2200,杨陵,yl,yangling
2201,黄羊滩,hyt,huangyangtan
2202,岭北,lb,lingbei
2203,新立镇,xlz,xinlizhen
2204,兴隆店,xld,xinglongdian
2205,后湖,hh,houhu
2206,三河县,shx,sanhexian
2207,高桥镇,gqz,gaoqiaozhen
2208,兰州新区,lzxq,lanzhouxinqu
2209,陇西,lx,longxi
2210,邵阳,sy,shaoyang
2211,密山西,msx,mishanxi
2212,白狼,bl,bailang
2213,菇园,gy,guyuan
2214,迎宾路,ybl,yingbinlu
2215,湘潭,xt,xiangtan
2216,彭州,pz,pengzhou
2217,湟源,hy,huangyuan
2218,青铜峡,qtx,qingtongxia
2219,三水北,ssb,sanshuibei
2220,兴安北,xab,xinganbei
2221,洛门,lm,luomen
2222,朱砂古镇,zsgz,zhushaguzhen
2223,柳树屯,lst,liushutun
2224,天津北,tjb,tianjinbei
2225,抚宁,fn,funing
2226,东边井,dbj,dongbianjing
2227,北屯,bt,beitun
2228,羊马,ym,yangma
2229,丹霞山,dxs,danxiashan
2230,江油,jy,jiangyou
2231,洛湾三江,lwsj,luowansanjiang
2232,天门南,tmn,tianmennan
2233,云梦,ym,yunmeng
2234,潮州,cz,chaozhou
2235,韩麻营,hmy,hanmaying
2236,齐齐哈尔南,qqhen,qiqihaernan
2237,滦平,lp,luanping
2238,岭南,ln,lingnan
2239,大邑,dy,dayi
2240,新安庄,xaz,xinanzhuang
2241,鲘门,hm,houmen
2242,古莲,gl,gulian
2243,绍兴,sx,shaoxing
2244,皋兰,gl,gaolan
2245,高谷,gg,gaogu
2246,蛟河西,jhx,jiaohexi
2247,灵丘,lq,lingqiu
2248,富源,fy,fuyuan
2249,玉溪,yx,yuxi
2250,春亭阁,ctg,chuntingge
2251,平泉北,pqb,pingquanbei
2252,前锋,qf,qianfeng
2253,平山,ps,pingshan
2254,台前,tq,taiqian
2255,乳山,rs,rushan
2256,干溪沟,gxg,ganxigou
2257,红砂坝,hsb,hongshaba
2258,泔溪,gx,ganxi
2259,良各庄,lgz,lianggezhuang
2260,珠琳,zl,zhulin
2261,淮阳南,hyn,huaiyangnan
2262,庙城,mc,miaocheng
2263,青神,qs,qingshen
2264,三水南,ssn,sanshuinan
2265,溧阳,ly,liyang
2266,西安北,xab,xianbei
2267,永济北,yjb,yongjibei
2268,沈阳北,syb,shenyangbei
2269,遵义,zy,zunyi
2270,萧县北,xxb,xiaoxianbei
2271,中川机场,zcjc,zhongchuanjichang
2272,曲阜东,qfd,qufudong
2273,梨树镇,lsz,lishuzhen
2274,重庆西,zqx,zhongqingxi
2275,米沙子,msz,mishazi
2276,霍尔果斯,hegs,huoerguosi
2277,松树台,sst,songshutai
2278,新民,xm,xinmin
2279,张家界西,zjjx,zhangjiajiexi
2280,东通化,dth,dongtonghua
2281,镜铁山,jts,jingtieshan
2282,汤池,tc,tangchi
2283,建水,js,jianshui
2284,周口,zk,zhoukou
2285,抚顺北,fsb,fushunbei
2286,马三家,msj,masanjia
2287,洛阳,ly,luoyang
2288,阳谷,yg,yanggu
2289,鼎湖东,dhd,dinghudong
2290,西昌,xc,xichang
2291,舍伯吐,sbt,shebotu
2292,呼兰,hl,hulan
2293,王府,wf,wangfu
2294,凯里南,kln,kailinan
2295,嘉兴,jx,jiaxing
2296,开安,ka,kaian
2297,桃山,ts,taoshan
2298,冕宁,mn,mianning
2299,灌南,gn,guannan
2300,和龙,hl,helong
2301,阿尔山北,aesb,aershanbei
2302,泰安,ta,taian
2303,谭家井,tjj,tanjiajing
2304,孝感北,xgb,xiaoganbei
2305,白洋淀,byd,baiyangdian
2306,兰考,lk,lankao
2307,义县西,yxx,yixianxi
2308,下社,xs,xiashe
2309,正定,zd,zhengding
2310,满归,mg,mangui
2311,泰宁,tn,taining
2312,安图,at,antu
2313,土门子,tmz,tumenzi
2314,阳江,yj,yangjiang
2315,西安南,xan,xiannan
2316,璧山,bs,bishan
2317,上饶,sr,shangrao
2318,平安驿,pay,pinganyi
2319,乐都,ld,ledou
2320,盐津北,yjb,yanjinbei
2321,晨明,cm,chenming
2322,江津,jj,jiangjin
2323,艾家村,ajc,aijiacun
2324,南博山,nbs,nanboshan
2325,乌兰,wl,wulan
2326,贵定北,gdb,guidingbei
2327,惠农,hn,huinong
2328,鹿寨北,lzb,luzhaibei
2329,鹤庆,hq,heqing
2330,靖远西,jyx,jingyuanxi
2331,仙人桥,xrq,xianrenqiao
2332,克拉玛依,klmy,kelamayi
2333,日喀则,rkz,rikaze
2334,蒙渡,md,mengdu
2335,大民屯,dmt,damintun
2336,曹子里,czl,caozili
2337,通榆,ty,tongyu
2338,平泉,pq,pingquan
2339,巢湖,ch,chaohu
2340,涡阳,wy,woyang
2341,东来,dl,donglai
2342,顺昌,sc,shunchang
2343,乾安,qa,qianan
2344,二道桥,edq,erdaoqiao
2345,方正,fz,fangzheng
2346,临汾西,lfx,linfenxi
2347,先锋,xf,xianfeng
2348,赣州,gz,ganzhou
2349,藁城南,gcn,gaochengnan
2350,砀山南,dsn,dangshannan
2351,杨木,ym,yangmu
2352,三道营,sdy,sandaoying
2353,耒阳西,lyx,leiyangxi
2354,坝梁,bl,baliang
2355,大磴沟,ddg,dadenggou
2356,阳岔,yc,yangcha
2357,九龙,jl,jiulong
2358,平峪,py,pingyu
2359,五龙背,wlb,wulongbei
2360,新沂,xy,xinyi
2361,红安西,hax,honganxi
2362,宾西北,bxb,binxibei
2363,广安,ga,guangan
2364,大石寨,dsz,dashizhai
2365,阳泉,yq,yangquan
2366,三阳川,syc,sanyangchuan
2367,安顺西,asx,anshunxi
2368,杨村,yc,yangcun
2369,安靖,aj,anjing
2370,天津南,tjn,tianjinnan
2371,海宁,hn,haining
2372,奎山,ks,kuishan
2373,司家岭,sjl,sijialing
2374,广宁,gn,guangning
2375,淮北北,hbb,huaibeibei
2376,奎屯,kt,kuitun
2377,武安,wa,wuan
2378,水花,sh,shuihua
2379,本溪,bx,benxi
2380,平洋,py,pingyang
2381,祁东,qd,qidong
2382,巴山,bs,bashan
2383,马莲河,mlh,malianhe
2384,靖西,jx,jingxi
2385,金钟,jz,jinzhong
2386,营山,ys,yingshan
2387,海安,ha,haian
2388,北流,bl,beiliu
2389,罕达盖,hdg,handagai
2390,嵯岗,cg,cuogang
2391,金山园区,jsyq,jinshanyuanqu
2392,公主岭,gzl,gongzhuling
2393,十堰,sy,shiyan
2394,开封,kf,kaifeng
2395,镇西,zx,zhenxi
2396,襄州,xz,xiangzhou
2397,高峰,gf,gaofeng
2398,铜陵,tl,tongling
2399,鄂州,ez,ezhou
2400,本溪新城,bxxc,benxixincheng
2401,刚察,gc,gangcha
2402,温春,wc,wenchun
2403,承德,cd,chengde
2404,南宁东,nnd,nanningdong
2405,韩城,hc,hancheng
2406,姚家,yj,yaojia
2407,厦门北,smb,shamenbei
2408,新华屯,xht,xinhuatun
2409,连云港东,lygd,lianyungangdong
2410,大杨树东,dysd,dayangshudong
2411,丰镇,fz,fengzhen
2412,钦州东,qzd,qinzhoudong
2413,杨林,yl,yanglin
2414,大灰厂,dhc,dahuichang
2415,大兴,dx,daxing
2416,大关,dg,daguan
2417,白马井,bmj,baimajing
2418,凉水井,lsj,liangshuijing
2419,汝州,rz,ruzhou
2420,大朗镇,dlz,dalangzhen
2421,大河坝,dhb,daheba
2422,迤那,yn,yinei
2423,瓦屋山,wws,wawushan
2424,湛江西,zjx,zhanjiangxi
2425,红果,hg,hongguo
2426,新化南,xhn,xinhuanan
2427,西平西,xpx,xipingxi
2428,武夷山北,wysb,wuyishanbei
2429,寮步,lb,liaobu
2430,同心,tx,tongxin
2431,德昌,dc,dechang
2432,屏边,pb,pingbian
2433,隆化,lh,longhua
2434,宣和,xh,xuanhe
2435,如皋,rg,rugao
2436,汤山城,tsc,tangshancheng
2437,犍为,jw,jianwei
2438,香樟路,xzl,xiangzhanglu
2439,衡山西,hsx,hengshanxi
2440,长治北,zzb,zhangzhibei
2441,金刚沱,jgt,jingangtuo
2442,贵定县,gdx,guidingxian
2443,胜芳,sf,shengfang
2444,忻州,xz,xinzhou
2445,月华,yh,yuehua
2446,北海,bh,beihai
2447,西固,xg,xigu
2448,张桥,zq,zhangqiao
2449,六合镇,lhz,liuhezhen
2450,德阳,dy,deyang
2451,官厅西,gtx,guantingxi
2452,姜家,jj,jiangjia
2453,开江,kj,kaijiang
2454,东城南,dcn,dongchengnan
2455,柳园,ly,liuyuan
2456,鹿寨,lz,luzhai
2457,许三湾,xsw,xusanwan
2458,民权,mq,minquan
2459,略阳,ly,lu:eyang
2460,瑞昌,rc,ruichang
2461,汝箕沟,rjg,rujigou
2462,扎鲁特,zlt,zhalute
2463,桥头,qt,qiaotou
2464,曲阜,qf,qufu
2465,农安,na,nongan
2466,三穗,ss,sansui
2467,双子河,szh,shuangzihe
2468,锦州,jz,jinzhou
2469,赶水,gs,ganshui
2470,甲山,js,jiashan
2471,冷水江东,lsjd,lengshuijiangdong
2472,西小召,xxz,xixiaozhao
2473,池州,cz,chizhou
2474,东海县,dhx,donghaixian
2475,冕山,ms,mianshan
2476,雅安,ya,yaan
2477,内乡,nx,neixiang
2478,新津,xj,xinjin
2479,沙园,sy,shayuan
2480,娄山关,lsg,loushanguan
2481,平原东,pyd,pingyuandong
2482,绥德,sd,suide
2483,胶州北,jzb,jiaozhoubei
2484,金山屯,jst,jinshantun
2485,彭山北,psb,pengshanbei
2486,化州,hz,huazhou
2487,下台子,xtz,xiataizi
2488,夏官营,xgy,xiaguanying
2489,孤山,gs,gushan
2490,固镇,gz,guzhen
2491,莎车,sc,shache
2492,和什托洛盖,hstlg,heshentuoluogai
2493,云浮东,yfd,yunfudong
2494,巩义,gy,gongyi
2495,黄口,hk,huangkou
2496,泰山,ts,taishan
2497,开鲁,kl,kailu
2498,福田,ft,futian
2499,碾子山,nzs,nianzishan
2500,小新街,xxj,xiaoxinjie
2501,集安,ja,jian
2502,喜德,xd,xide
2503,铜鼓溪,tgx,tongguxi
2504,高各庄,ggz,gaogezhuang
2505,合肥,hf,hefei
2506,石家庄北,sjzb,shijiazhuangbei
2507,俞冲,yc,yuchong
2508,广水,gs,guangshui
2509,南昌,nc,nanchang
2510,松江河,sjh,songjianghe
2511,交城,jc,jiaocheng
2512,杭州东,hzd,hangzhoudong
2513,石场,sc,shichang
2514,鄯善北,ssb,shanshanbei
2515,汨罗东,mld,miluodong
2516,资阳北,zyb,ziyangbei
2517,乐善村,lsc,leshancun
2518,桐梓东,tzd,tongzidong
2519,双柳,sl,shuangliu
2520,中嘴,zz,zhongzui
2521,武汉,wh,wuhan
2522,暮云,my,muyun
2523,奇峰塔,qft,qifengta
2524,高邑西,gyx,gaoyixi
2525,杨杖子,yzz,yangzhangzi
2526,霸州,bz,bazhou
2527,梧州南,wzn,wuzhounan
2528,南阳,ny,nanyang
2529,费县,fx,feixian
2530,凯里,kl,kaili
2531,桥西,qx,qiaoxi
2532,亚复,yf,yafu
2533,侯马西,hmx,houmaxi
2534,民和南,mhn,minhenan
2535,南江口,njk,nanjiangkou
2536,伊宁,yn,yining
2537,达家沟,djg,dajiagou
2538,打柴沟,dcg,dachaigou
2539,坪石,ps,pingshi
2540,咸宁,xn,xianning
2541,石坝,sb,shiba
2542,武山,ws,wushan
2543,古田,gt,gutian
2544,苏集,sj,suji
2545,白壁关,bbg,baibiguan
2546,庆安,qa,qingan
2547,迎祥街,yxj,yingxiangjie
2548,旬阳,xy,xunyang
2549,金城江,jcj,jinchengjiang
2550,叶柏寿,ybs,yeboshou
2551,普安县,pax,puanxian
2552,华山北,hsb,huashanbei
2553,包头西,btx,baotouxi
2554,兰家屯,ljt,lanjiatun
2555,西来,xl,xilai
2556,换新天,hxt,huanxintian
2557,东淤地,dyd,dongyudi
2558,田梁子,tlz,tianliangzi
2559,颍上北,ysb,yingshangbei
2560,南平北,npb,nanpingbei
2561,姑家堡,gjb,gujiabao
2562,长山屯,zst,zhangshantun
2563,郫县西,pxx,pixianxi
2564,拉林,ll,lalin
2565,岷县,mx,minxian
2566,进贤南,jxn,jinxiannan
2567,安塘,at,antang
2568,鄂尔多斯,eeds,eerduosi
2569,西林,xl,xilin
2570,古镇,gz,guzhen
2571,陈官营,cgy,chenguanying
2572,兰州西,lzx,lanzhouxi
2573,湾沟,wg,wangou
2574,柯柯,kk,keke
2575,张台子,ztz,zhangtaizi
2576,杨桥,yq,yangqiao
2577,伊敏索木,ymsm,yiminsuomu
2578,南陵,nl,nanling
2579,雁荡山,yds,yandangshan
2580,蒲江,pj,pujiang
2581,苏州北,szb,suzhoubei
2582,石河子,shz,shihezi
2583,凤凰城,fhc,fenghuangcheng
2584,深州,sz,shenzhou
2585,宜春,yc,yichun
2586,蓝村,lc,lancun
2587,涪陵,fl,fuling
2588,辽阳,ly,liaoyang
